,min,avg,median,max
0,1.3397830078721322e-08,0.056217538991206864,0.03734574243408469,0.6513367127118118
1,3.844819907103612e-09,0.03590421238958051,0.022011161785606193,0.34241680315538514
2,1.075951998143907e-09,0.04669261984767802,0.035520803408439855,0.21120559079246334
3,1.1073660062360627e-07,0.0828374722762346,0.05633330245305915,0.5268898409801858
4,1.483429768709629e-09,0.07226819143893118,0.06757647241179443,0.328392012783838
5,0.0007378088881285072,0.13691693791456833,0.09482636859723029,0.8886977567481718
6,0.0010675247636723559,0.2424003039426792,0.17704311706652787,1.0388232136242588
7,0.0004957267351316904,0.3193421998631737,0.1795874868051004,2.061611022406713
8,0.0007525581534140473,0.4219570032414629,0.16355478982027483,3.9737022954146437
9,7.4938815180841845e-06,0.6147070807137732,0.2730037962688996,5.110690339997404
10,2.8497454915869424e-07,0.23718309791758396,0.11363749527804448,2.2689581196846977
11,8.773150865087456e-11,0.08956938007284444,0.04276349767924055,0.8800639082017415
12,1.4008255111345298e-09,0.05055100544982801,0.032657992720004705,0.2874149139192014
13,7.172234573088135e-08,0.06864996893872818,0.05613407377241209,0.443690069900866
14,1.4095598787238646e-12,0.03605891600770454,0.027288590366207656,0.21830811820084894
15,3.2078397378032643e-09,0.047292965924168644,0.03020457436998522,0.22749617046275092
16,1.3428933439975936e-05,0.10563088276885772,0.0766546118347152,0.43776794357768234
17,5.658695239780503e-06,0.10444279348916854,0.08139760103755073,0.4908824417628093
18,0.000473606716880161,0.1491409149821584,0.1115680965746447,0.7422957845233591
19,3.97548770746799e-08,0.20954011569260458,0.11932640432210916,1.4024684854906624
20,0.00012273645922177535,0.27060727025543785,0.1271427932767016,2.227789682280377
21,0.00010554944526297521,0.21852080278195235,0.1368213595672223,2.06457776907135
22,6.305704952492836e-07,0.2906978033310617,0.24652571544311308,2.4939242763963594
23,3.166118244642063e-08,0.10022781622272127,0.06137641698309838,0.7474426837784667
24,4.031906271750778e-09,0.10777900106716562,0.06427052943457975,1.1255275223732824
25,2.165855330987155e-07,0.05668151945119174,0.03959211681361498,0.35769522978662266
26,7.112964677253902e-08,0.04197181096271584,0.02631741267356664,0.3076728219622088
27,5.4909514422317813e-08,0.06389616049570622,0.052841345872851275,0.34589457683405606
28,8.542861291557007e-05,0.05869217988580395,0.052078425382723254,0.3251338711050794
29,0.0017998518946543151,0.16579311068683372,0.1085529328808485,0.9080063865086816
30,0.003865983140901692,0.3098283915879334,0.2734342343831673,1.2920603829913409
31,6.0210505222826304e-05,0.16521866407805377,0.11182614680150964,1.3028642004578959
32,7.382974327139891e-05,0.4857993047243652,0.334276046846588,2.9779590847462
33,1.3953121909453832e-06,0.1913591108692071,0.0931320182125962,1.7925662514724603
34,4.503297210893632e-06,0.12099191665907418,0.08391434407051493,0.7644204483607333
35,6.936315924591452e-10,0.22567797728065603,0.14435789514858605,1.2430932584430634
36,2.397509696737986e-08,0.022737424494844085,0.016953177852483355,0.2433627076720653
37,1.2145415933477208e-07,0.12939350086989834,0.08289857635073608,0.6250411645412538
38,3.958374621508115e-13,0.020615660147949987,0.009454418555427715,0.318262960703513
39,2.3646338161129477e-06,0.1138966674709611,0.06891694010434504,0.6450528393460577
40,1.840094388117173e-05,0.11475942652027209,0.1041936278670809,0.5593032423707365
41,0.0005406399521334932,0.11097218671615665,0.10293379815761286,0.3845510071821366
42,0.003677055824011939,0.26723349515708306,0.22883084113842664,1.0786395578527048
43,3.284342782646374e-05,0.11507969374948797,0.08078293077236648,1.038778668327709
44,8.416743595163091e-07,0.4433190962091165,0.24036320954420443,2.266185865643729
45,0.00031856412670421084,0.6252371417752232,0.2339743479767244,4.508296384401548
46,4.634563764122258e-09,0.4589993201998666,0.24045988944271346,5.272542163004889
47,1.0044952018631562e-09,0.05201154479918809,0.03403460846633727,0.27032825199123234
48,4.915390873721119e-09,0.05074913239981961,0.023503055012639662,0.5414217652220913
49,4.0916216680848745e-10,0.06706268718706837,0.0527538206535319,0.33581308278162975
50,2.3278104556475772e-10,0.03824092223932514,0.02739183260660197,0.2327429683280139
51,3.281482890133315e-08,0.109328842738474,0.0804491410090895,0.5810367673642933
52,5.943082685978683e-05,0.07819546540754765,0.04681994261154739,0.3342812473910722
53,0.0004967002651103814,0.3330293232885171,0.3294984550243556,1.0222181709576623
54,0.00010312715537360621,0.047923394438785995,0.035175045274370736,0.5231530564995348
55,0.0011566658008246877,0.25316186434628474,0.1358977711778675,2.390349127564695
56,0.012306197526048656,1.1480876037557448,0.7226155962041715,5.428323753515571
57,0.0027010789153562886,0.9970750368391041,0.812007647631799,3.774229736021479
58,0.00026437601409429244,0.451546332067248,0.4040817568140982,2.437700329369262
59,1.349370301493982e-07,0.11019337477300567,0.08804132550108273,1.1725935716235967
60,4.25553977294174e-11,0.08269294986959001,0.04127572718337173,0.4157457559544976
61,1.8824396982535629e-13,0.03479266744714482,0.021160299324450814,0.23949431444113145
62,2.4861830243137332e-11,0.04301791439781366,0.0267770718082384,0.2814078838185739
63,2.1363130297632288e-05,0.06071828310651813,0.04836725508453879,0.3699731868055697
64,1.4697775282618718e-05,0.09837285493278712,0.08081117520815453,0.5973209687227442
65,3.282980937986232e-05,0.08501052163652387,0.07399849091890412,0.35519051717002326
66,0.000177819225672303,0.07508466424446042,0.048993861079039566,0.43089016914371714
67,3.3433149133592857e-07,0.138327906927112,0.03130494385791395,1.3172088497918562
68,0.0004074872326706313,0.3968859038056185,0.1851268317435285,2.868959388967288
69,0.00012223818050145337,0.5657751722896445,0.2952328437992011,3.893605147140998
70,6.499146684229732e-08,0.1671485565971734,0.06756722696783744,1.3621328572654396
71,3.240165913733823e-08,0.06737166585304137,0.03730952038534053,0.46779319837190964
72,1.0958629960603807e-10,0.03347423230580848,0.02423499497737758,0.19657994778505344
73,2.876632872448221e-10,0.09608873529418231,0.09559083253435958,0.3651553893032256
74,6.243300039029732e-08,0.046099188894945534,0.0356808980220259,0.4697371545020012
75,2.1115820670080263e-07,0.04568631919340591,0.031429327306898874,0.42356281182240163
76,2.3048870934018315e-07,0.053455069587881154,0.0217404910098563,0.5635495397702538
77,9.206227777811921e-06,0.06475109107103466,0.037096603096308425,0.4268357950235276
78,0.0003094292138850847,0.23532718701958005,0.18988235928068106,0.9458120035974376
79,0.0005499521405669651,0.6070521036344274,0.34134947718706066,3.2075726040434147
80,0.00018620100740338518,0.5189053691036054,0.23915783302401328,3.4704929968848144
81,3.5332540649421077e-06,0.5721214773476683,0.280211405641526,3.3889580716191996
82,1.1160316002579925e-06,0.16698530808076778,0.1044529770852594,0.8452432435090311
83,2.13669730771753e-09,0.039524292526184245,0.02075282000326644,0.2274205871599134
84,2.956643649058895e-09,0.056630369071301645,0.03447824198866957,0.33996545956035884
85,6.409228476063773e-09,0.06809872204427174,0.054048630622501426,0.5189332954052533
86,1.4157890314435011e-08,0.09155846556789642,0.07344779359094805,0.5102924169292667
87,1.6723578688868952e-07,0.10675560249265989,0.10173463906518943,0.6861137156697322
88,1.1307624232734868e-06,0.025395275906013603,0.01592818946233829,0.2511818967367551
89,4.4246675323751736e-05,0.10849393485747996,0.07595512056662632,0.9592611547550611
90,0.0009847040074591395,0.17716798769379458,0.12614884258282738,0.9679529196611613
91,2.153808731938383e-07,0.3324423796491236,0.12786402776187478,2.3445900090820277
92,0.000784805723025141,0.30155384949067365,0.14955683112927654,1.8153308402235742
93,1.819524394901599e-06,0.5256641438028065,0.22353498976108457,2.462348042489358
94,1.1280890545573094e-07,0.2070746278471721,0.10587894249754567,1.8153305121034709
95,2.562153267987072e-08,0.06707645500209436,0.04532956942934592,0.5344193345529419
96,1.951151115370837e-11,0.09639997394138403,0.06811204592936695,0.6307058433878474
97,7.591254966048459e-08,0.17854681674725795,0.16761529722344687,0.6077376970125267
98,2.059821493368074e-08,0.054053442193004675,0.03999479168244729,0.39864721733125186
99,1.227139949951498e-07,0.07667347574760432,0.06195401587530163,0.4180363135750699
100,1.2181051771091622e-05,0.10470772607888156,0.06874399814587277,0.5622718505986192
101,0.0002657179818838033,0.10496405424483256,0.05669978034862183,0.6020162165279418
102,0.0018803938681816585,0.4930041039753989,0.42877049424153735,3.266077111431314
103,0.000508089721589412,0.22949612542338071,0.12057927631296805,1.4534442764157525
104,0.00039519588405124355,0.17431045735567705,0.09438886061634305,1.5953585657780391
105,0.00041320915766447213,0.4213775797656465,0.3252902963436363,2.044334740079394
106,3.0929607039160205e-05,0.18900793829905305,0.10538454754513787,1.0182461856431546
107,1.4542467350412133e-08,0.0627247217224418,0.04527677407361765,0.5596235873823908
108,2.5811678551596064e-08,0.07283958597837932,0.05936510889429572,0.26000766992996455
109,7.69910946925587e-12,0.05820118440006583,0.03121420357194568,0.6398016325215438
110,5.849131920817505e-11,0.07097114374467033,0.04805547655180396,0.31975580513725316
111,7.642039563507248e-10,0.02319895696552647,0.013659757511467061,0.18950874789307226
112,1.4110566885370722e-06,0.09651224866728692,0.0842619744920434,0.49545687756796275
113,0.0003396168915659564,0.2680413330283064,0.18669797556550422,1.2947516000920816
114,3.26847600947119e-05,0.13243529126207015,0.08705048149202461,1.2459812946808058
115,0.0016336973429272135,0.42006816097840605,0.20698334985628364,2.955393375928076
116,0.00031319061292814826,0.23894824799122993,0.12792160649364032,1.7671216616038936
117,1.2165954858063397e-05,0.2924614401773612,0.1853057600993035,1.5940339345278463
118,1.7806680231599504e-06,0.5513179834780685,0.2936093642644497,4.239406656310157
119,5.150227571189689e-09,0.107465128684188,0.05159442301355531,0.9221441890441546
120,5.068714078305025e-07,0.08583945586638647,0.06797749878017834,0.6940866759210984
121,2.635003528855754e-09,0.07560133300734947,0.07188569807223184,0.4319129328593477
122,2.8904327851354496e-10,0.07198417514032197,0.05721173931247043,0.390455192500877
123,1.461490930996914e-08,0.04925558841217974,0.04294803613139004,0.3912786496397852
124,5.960455184354651e-06,0.06781260755820553,0.04690319206820411,0.4152029531137833
125,0.00011890264870236069,0.10258280164902868,0.04862507731022742,0.7845112281371575
126,2.966090287885934e-05,0.06707241311507048,0.041022891978703284,0.5797401869668942
127,0.00018838639326704685,0.17935260639102266,0.13701342247345152,0.8573459946504761
128,0.0007163613588958475,0.24593056922022002,0.16814226469972016,1.793589197022174
129,1.626200986341894e-05,0.31910418666459933,0.1917645805646799,2.298854015080366
130,5.2716412452381245e-08,0.08654750041203339,0.0534404292201852,0.5682040640457655
131,1.3454114106896449e-06,0.10096396614738855,0.09232553140342453,0.5007711737720912
132,1.7337741211941226e-10,0.06953151826528339,0.045730354193744695,0.5126324956179343
133,1.026113587871199e-09,0.08978042976816117,0.06675786581426556,0.57586533330756
134,6.134115683201803e-09,0.08122172813022227,0.082671063022806,0.5070007517086068
135,1.534732805543778e-08,0.03143436083824994,0.021138078088195483,0.25169567114204494
136,1.3044626252832019e-06,0.06351121992876359,0.042549759914612115,0.5875272542716099
137,0.0010482760780543164,0.11893572562029742,0.10525913920217694,0.3976255414156294
138,5.059279575254003e-06,0.05936656595149488,0.03593548463100758,0.4777008716038283
